<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20251124,021200,1.15123,1.15132,1.15123,1.15128,50080000
EURUSD,20251124,021300,1.15127,1.1514,1.15127,1.1514,38590000
EURUSD,20251124,021400,1.15138,1.15142,1.15137,1.15138,32200000
EURUSD,20251124,021500,1.15141,1.15155,1.15135,1.15136,86670000
EURUSD,20251124,021600,1.15136,1.1515,1.15136,1.15147,48920000
EURUSD,20251124,021700,1.1515,1.15152,1.15132,1.15132,75130000
EURUSD,20251124,021800,1.15132,1.15147,1.15129,1.15142,47090000
EURUSD,20251124,021900,1.15142,1.15148,1.1514,1.15142,53630000
EURUSD,20251124,022000,1.15142,1.15146,1.1514,1.15142,60910000
EURUSD,20251124,022100,1.15144,1.15144,1.15139,1.15142,63350000
EURUSD,20251124,022200,1.15144,1.15146,1.1514,1.15143,99330000
EURUSD,20251124,022300,1.15145,1.15146,1.15142,1.15144,15190000
EURUSD,20251124,022400,1.15145,1.15146,1.15143,1.15146,8100000
EURUSD,20251124,022500,1.15144,1.15149,1.15141,1.15145,52090000
EURUSD,20251124,022600,1.15144,1.1515,1.15141,1.1515,49590000
EURUSD,20251124,022700,1.15149,1.15149,1.15145,1.15148,30990000
EURUSD,20251124,022800,1.15148,1.15152,1.15143,1.15143,26680000
EURUSD,20251124,022900,1.15143,1.15145,1.15141,1.15145,17940000
EURUSD,20251124,023000,1.15145,1.15152,1.15143,1.15151,23180000
EURUSD,20251124,023100,1.15151,1.15152,1.15147,1.15151,43600000
EURUSD,20251124,023200,1.15151,1.15151,1.15142,1.15144,36700000
EURUSD,20251124,023300,1.15145,1.15149,1.15143,1.15145,46720000
EURUSD,20251124,023400,1.15146,1.15156,1.15146,1.15155,51340000
EURUSD,20251124,023500,1.15156,1.15162,1.15156,1.1516,29610000
EURUSD,20251124,023600,1.15162,1.15162,1.15158,1.1516,17370000
EURUSD,20251124,023700,1.15161,1.15164,1.1516,1.1516,14420000
EURUSD,20251124,023800,1.15161,1.15169,1.15161,1.15167,31230000
EURUSD,20251124,023900,1.15166,1.15168,1.15157,1.15163,43570000
EURUSD,20251124,024000,1.15163,1.15163,1.15159,1.15162,57620000
EURUSD,20251124,024100,1.15161,1.15163,1.15158,1.15158,25090000
EURUSD,20251124,024200,1.15159,1.15163,1.15158,1.15162,23100000
EURUSD,20251124,024300,1.15162,1.15171,1.15162,1.15169,33170000
EURUSD,20251124,024400,1.15168,1.15173,1.15166,1.1517,8760000
EURUSD,20251124,024500,1.1517,1.15182,1.1517,1.1518,24270000
EURUSD,20251124,024600,1.15181,1.15181,1.1517,1.15173,22800000
EURUSD,20251124,024700,1.15171,1.15171,1.1517,1.1517,5400000
EURUSD,20251124,024800,1.15172,1.15176,1.15172,1.15174,20590000
EURUSD,20251124,024900,1.15173,1.15174,1.15161,1.15165,24870000
EURUSD,20251124,025000,1.15164,1.15164,1.15161,1.15164,11160000
EURUSD,20251124,025100,1.15164,1.15164,1.15159,1.15162,30730000
EURUSD,20251124,025200,1.15162,1.15164,1.1516,1.15163,42320000
EURUSD,20251124,025300,1.15161,1.15164,1.15154,1.15157,43650000
EURUSD,20251124,025400,1.15156,1.15165,1.15156,1.15165,10800000
EURUSD,20251124,025500,1.15161,1.15179,1.15161,1.15178,63680000
EURUSD,20251124,025600,1.1518,1.15182,1.15166,1.15166,59180000
EURUSD,20251124,025700,1.15165,1.15166,1.15152,1.15154,51410000
EURUSD,20251124,025800,1.15153,1.15156,1.15144,1.15154,36210000
EURUSD,20251124,025900,1.15156,1.15159,1.15155,1.15158,38340000
EURUSD,20251124,030000,1.15161,1.15172,1.15161,1.15167,43770000
EURUSD,20251124,030100,1.1517,1.1517,1.15162,1.15164,33300000
EURUSD,20251124,030200,1.15162,1.15169,1.1516,1.15166,23670000
EURUSD,20251124,030300,1.15167,1.15178,1.15161,1.15162,44670000
EURUSD,20251124,030400,1.15163,1.15165,1.1516,1.15164,23100000
EURUSD,20251124,030500,1.15165,1.15169,1.15163,1.15164,13280000
EURUSD,20251124,030600,1.15168,1.15168,1.15159,1.15159,19360000
EURUSD,20251124,030700,1.15158,1.15159,1.15155,1.15159,14470000
EURUSD,20251124,030800,1.15159,1.15164,1.15159,1.15163,7200000
EURUSD,20251124,030900,1.15165,1.15165,1.15164,1.15164,5180000
EURUSD,20251124,031000,1.15165,1.15165,1.1516,1.1516,4390000
EURUSD,20251124,031100,1.15162,1.15163,1.1516,1.15161,24080000
EURUSD,20251124,031200,1.15162,1.15165,1.15162,1.15165,10690000
EURUSD,20251124,031300,1.15163,1.15163,1.15163,1.15163,900000
EURUSD,20251124,031400,1.15164,1.15164,1.1515,1.15154,30620000
EURUSD,20251124,031500,1.15154,1.15155,1.15153,1.15153,5290000
EURUSD,20251124,031600,1.15153,1.15153,1.15143,1.15143,28360000
EURUSD,20251124,031700,1.15147,1.15148,1.15143,1.15143,7990000
EURUSD,20251124,031800,1.15144,1.15144,1.15132,1.15135,14970000
EURUSD,20251124,031900,1.15136,1.15144,1.15135,1.15144,16650000
EURUSD,20251124,032000,1.15145,1.15147,1.15142,1.15143,23270000
EURUSD,20251124,032100,1.15143,1.15148,1.15138,1.15138,18560000
EURUSD,20251124,032200,1.1514,1.15144,1.15139,1.15139,15980000
EURUSD,20251124,032300,1.15138,1.15141,1.15136,1.15137,18680000
EURUSD,20251124,032400,1.15142,1.1515,1.15141,1.15149,9790000
EURUSD,20251124,032500,1.15149,1.1516,1.15149,1.15158,27120000
EURUSD,20251124,032600,1.1516,1.15165,1.1516,1.15165,3600000
EURUSD,20251124,032700,1.15164,1.15164,1.15162,1.15163,12270000
EURUSD,20251124,032800,1.15163,1.15165,1.15161,1.15162,30140000
EURUSD,20251124,032900,1.15162,1.15165,1.15161,1.15165,30050000
EURUSD,20251124,033000,1.15167,1.15174,1.15167,1.15174,9000000
EURUSD,20251124,033100,1.15173,1.15177,1.15173,1.15177,3600000
EURUSD,20251124,033200,1.15176,1.15177,1.15174,1.15174,16970000
EURUSD,20251124,033300,1.15173,1.15175,1.15173,1.15174,5290000
EURUSD,20251124,033400,1.15172,1.15172,1.15171,1.15171,6980000
EURUSD,20251124,033500,1.15172,1.15174,1.1517,1.1517,15190000
EURUSD,20251124,033600,1.15173,1.1518,1.15168,1.1518,27240000
EURUSD,20251124,033700,1.1518,1.15184,1.1518,1.15184,8100000
EURUSD,20251124,033800,1.15184,1.15185,1.15174,1.15174,11920000
EURUSD,20251124,033900,1.15181,1.15186,1.1518,1.1518,18000000
EURUSD,20251124,034000,1.15181,1.15184,1.15181,1.15182,2700000
EURUSD,20251124,034100,1.15178,1.15179,1.15176,1.15179,7090000
EURUSD,20251124,034200,1.15178,1.15183,1.15178,1.15183,8900000
EURUSD,20251124,034300,1.15183,1.15183,1.15181,1.15182,7200000
EURUSD,20251124,034400,1.15184,1.15185,1.15181,1.15183,7200000
EURUSD,20251124,034500,1.15184,1.15185,1.15181,1.15183,11700000
EURUSD,20251124,034600,1.1518,1.15184,1.1518,1.15184,7990000
EURUSD,20251124,034700,1.15184,1.15185,1.15183,1.15185,7200000
EURUSD,20251124,034800,1.15186,1.15186,1.15175,1.15175,21490000
EURUSD,20251124,034900,1.15174,1.15175,1.15174,1.15174,6300000
EURUSD,20251124,035000,1.15177,1.1518,1.15177,1.15178,9000000
EURUSD,20251124,035100,1.15177,1.15189,1.15177,1.15189,28440000
EURUSD,20251124,035200,1.15186,1.15188,1.15185,1.15188,5400000
EURUSD,20251124,035300,1.15189,1.15189,1.15188,1.15188,5400000
EURUSD,20251124,035400,1.15188,1.15188,1.15188,1.15188,900000
EURUSD,20251124,035500,1.15188,1.15188,1.15165,1.1517,29260000
EURUSD,20251124,035600,1.15171,1.15173,1.15168,1.15169,12490000
EURUSD,20251124,035700,1.1517,1.15173,1.15164,1.15173,22280000
EURUSD,20251124,035800,1.15172,1.15172,1.1517,1.15171,6640000
EURUSD,20251124,035900,1.15169,1.15171,1.15158,1.1516,43080000
EURUSD,20251124,040000,1.1516,1.15168,1.15159,1.15162,42910000
EURUSD,20251124,040100,1.15161,1.15161,1.15156,1.15159,32420000
EURUSD,20251124,040200,1.15161,1.15164,1.15159,1.1516,17890000
EURUSD,20251124,040300,1.1516,1.1516,1.1516,1.1516,900000
EURUSD,20251124,040400,1.1516,1.15167,1.1516,1.15167,25010000
EURUSD,20251124,040500,1.15164,1.15171,1.15162,1.15169,14180000
EURUSD,20251124,040600,1.1517,1.15171,1.15169,1.15171,3490000
EURUSD,20251124,040700,1.15169,1.15169,1.15167,1.15168,3600000
EURUSD,20251124,040800,1.15171,1.15174,1.15169,1.15174,13840000
EURUSD,20251124,040900,1.15175,1.15176,1.15175,1.15176,2700000
EURUSD,20251124,041000,1.15174,1.1518,1.15174,1.1518,8890000
EURUSD,20251124,041100,1.15178,1.15178,1.15173,1.15173,8780000
EURUSD,20251124,041200,1.15177,1.1518,1.15174,1.15174,25990000
EURUSD,20251124,041300,1.15174,1.15179,1.15174,1.15175,16990000
EURUSD,20251124,041400,1.15174,1.15175,1.15172,1.15172,29630000
EURUSD,20251124,041500,1.15173,1.15186,1.15173,1.15186,24080000
EURUSD,20251124,041600,1.15184,1.15188,1.15183,1.15188,10250000
EURUSD,20251124,041700,1.15188,1.15189,1.15185,1.15187,25010000
EURUSD,20251124,041800,1.15188,1.15188,1.15183,1.15186,15300000
EURUSD,20251124,041900,1.15188,1.15189,1.15184,1.15185,7990000
EURUSD,20251124,042000,1.15185,1.15187,1.15184,1.15184,4390000
EURUSD,20251124,042100,1.15183,1.15188,1.15181,1.15186,13500000
EURUSD,20251124,042200,1.15185,1.15187,1.15183,1.15183,8890000
EURUSD,20251124,042300,1.15182,1.15183,1.15182,1.15183,1800000
EURUSD,20251124,042400,1.15182,1.15185,1.15181,1.15184,34990000
EURUSD,20251124,042500,1.15187,1.15189,1.15186,1.15189,11690000
EURUSD,20251124,042600,1.15189,1.15193,1.15188,1.15191,25770000
EURUSD,20251124,042700,1.15188,1.15188,1.15182,1.15187,15190000
EURUSD,20251124,042800,1.15186,1.15187,1.15185,1.15187,14970000
EURUSD,20251124,042900,1.15186,1.15186,1.15185,1.15185,3380000
EURUSD,20251124,043000,1.15187,1.15191,1.15187,1.15189,11480000
EURUSD,20251124,043100,1.1519,1.1519,1.15185,1.15185,8670000
EURUSD,20251124,043200,1.15185,1.15185,1.15181,1.15183,10470000
EURUSD,20251124,043300,1.15185,1.15185,1.15183,1.15184,2700000
EURUSD,20251124,043400,1.15184,1.15184,1.15184,1.15184,1800000
EURUSD,20251124,043500,1.15183,1.15183,1.15181,1.15183,2700000
EURUSD,20251124,043600,1.15184,1.15184,1.15182,1.15183,4500000
EURUSD,20251124,043700,1.15185,1.15185,1.15182,1.15184,20920000
EURUSD,20251124,043800,1.15187,1.15189,1.15187,1.15189,14400000
EURUSD,20251124,043900,1.15188,1.1519,1.15188,1.15189,9000000
EURUSD,20251124,044000,1.15186,1.15186,1.15182,1.15184,11700000
EURUSD,20251124,044100,1.15182,1.15182,1.15182,1.15182,900000
EURUSD,20251124,044200,1.15183,1.15186,1.15183,1.15183,10580000
EURUSD,20251124,044300,1.1518,1.15183,1.15179,1.15183,5180000
EURUSD,20251124,044500,1.15183,1.15185,1.15183,1.15183,2700000
EURUSD,20251124,044600,1.15183,1.15183,1.15178,1.15182,12130000
EURUSD,20251124,044700,1.15182,1.15184,1.15182,1.15184,2700000
EURUSD,20251124,044800,1.15186,1.15192,1.15186,1.15192,20590000
EURUSD,20251124,044900,1.15195,1.15198,1.15192,1.15197,13390000
EURUSD,20251124,045000,1.15195,1.15195,1.15191,1.15193,6980000
EURUSD,20251124,045100,1.15194,1.15198,1.15194,1.15195,14400000
EURUSD,20251124,045200,1.15194,1.15195,1.15193,1.15193,4170000
EURUSD,20251124,045300,1.15193,1.15193,1.15193,1.15193,900000
EURUSD,20251124,045400,1.15194,1.15198,1.15193,1.15197,17080000
EURUSD,20251124,045500,1.152,1.15208,1.152,1.15208,28690000
EURUSD,20251124,045600,1.15209,1.15215,1.15209,1.15214,34750000
EURUSD,20251124,045700,1.15214,1.15214,1.15205,1.15208,19700000
EURUSD,20251124,045800,1.15208,1.15213,1.15204,1.15213,36240000
EURUSD,20251124,045900,1.15212,1.15212,1.15206,1.15206,10470000
EURUSD,20251124,050000,1.15208,1.15223,1.15207,1.15221,52530000
EURUSD,20251124,050100,1.15222,1.15224,1.15219,1.15219,18970000
EURUSD,20251124,050200,1.1522,1.15225,1.15219,1.15225,18900000
EURUSD,20251124,050300,1.15224,1.15224,1.15222,1.15224,3600000
EURUSD,20251124,050400,1.15227,1.15251,1.15224,1.15251,38790000
EURUSD,20251124,050500,1.15255,1.15262,1.1525,1.15258,53510000
EURUSD,20251124,050600,1.15259,1.15277,1.15259,1.15273,71270000
EURUSD,20251124,050700,1.15272,1.15275,1.15271,1.15272,34200000
EURUSD,20251124,050800,1.15275,1.15281,1.15268,1.15277,46610000
EURUSD,20251124,050900,1.15278,1.15278,1.15262,1.15263,35430000
EURUSD,20251124,051000,1.15264,1.15267,1.15257,1.15257,27450000
EURUSD,20251124,051100,1.15258,1.15262,1.15252,1.15252,26320000
EURUSD,20251124,051200,1.15255,1.15255,1.1524,1.15243,28810000
EURUSD,20251124,051300,1.15245,1.15249,1.15244,1.15249,14940000
EURUSD,20251124,051400,1.15247,1.1525,1.15243,1.15248,33420000
EURUSD,20251124,051500,1.15247,1.15251,1.15243,1.15251,83130000
EURUSD,20251124,051600,1.1525,1.15253,1.15246,1.15248,97920000
EURUSD,20251124,051700,1.15248,1.15249,1.15245,1.15248,36820000
EURUSD,20251124,051800,1.15247,1.15252,1.15247,1.15252,26250000
EURUSD,20251124,051900,1.1525,1.15253,1.15247,1.15248,39360000
EURUSD,20251124,052000,1.15246,1.15252,1.15245,1.15248,135250000
EURUSD,20251124,052100,1.15247,1.15248,1.15239,1.15241,128850000
EURUSD,20251124,052200,1.15242,1.15242,1.15236,1.1524,15650000
EURUSD,20251124,052300,1.15243,1.15244,1.15238,1.15238,12160000
EURUSD,20251124,052400,1.1524,1.1525,1.1524,1.1525,13500000
EURUSD,20251124,052500,1.15253,1.15253,1.15239,1.15245,112750000
EURUSD,20251124,052600,1.15245,1.1525,1.15245,1.15246,25780000
EURUSD,20251124,052700,1.15246,1.1525,1.15245,1.15246,21600000
EURUSD,20251124,052800,1.15245,1.15246,1.15238,1.15241,124460000
EURUSD,20251124,052900,1.15241,1.15242,1.15238,1.15242,55820000
EURUSD,20251124,053000,1.15242,1.15253,1.1524,1.15242,122170000
EURUSD,20251124,053100,1.15241,1.15246,1.15225,1.15233,159320000
EURUSD,20251124,053200,1.15233,1.15238,1.15231,1.15237,77710000
EURUSD,20251124,053300,1.15237,1.15244,1.15236,1.15242,83770000
EURUSD,20251124,053400,1.15243,1.15243,1.15239,1.15242,19700000
EURUSD,20251124,053500,1.15245,1.15248,1.15245,1.15248,14070000
EURUSD,20251124,053600,1.15249,1.15249,1.15241,1.15241,13170000
EURUSD,20251124,053700,1.15239,1.15245,1.15239,1.15243,14970000
EURUSD,20251124,053800,1.15242,1.15242,1.15236,1.15237,13430000
EURUSD,20251124,053900,1.15237,1.15239,1.15235,1.15235,11870000
EURUSD,20251124,054000,1.15237,1.15251,1.15237,1.15251,43590000
EURUSD,20251124,054100,1.15251,1.15256,1.15247,1.15248,147520000
EURUSD,20251124,054200,1.1525,1.15259,1.1525,1.15256,31070000
EURUSD,20251124,054300,1.15256,1.15262,1.15256,1.15262,67920000
EURUSD,20251124,054400,1.15263,1.15263,1.15263,1.15263,1800000
EURUSD,20251124,054500,1.15261,1.15261,1.15242,1.1525,106080000
EURUSD,20251124,054600,1.15249,1.1525,1.15245,1.15245,34450000
EURUSD,20251124,054700,1.15245,1.15248,1.15245,1.15246,80180000
EURUSD,20251124,054800,1.15245,1.15246,1.15244,1.15245,69770000
EURUSD,20251124,054900,1.15247,1.15256,1.15247,1.15255,44360000
EURUSD,20251124,055000,1.15255,1.15255,1.15253,1.15253,5400000
EURUSD,20251124,055100,1.15252,1.15259,1.15252,1.15259,10800000
EURUSD,20251124,055200,1.15257,1.15257,1.15251,1.15251,16970000
EURUSD,20251124,055300,1.1525,1.1525,1.15238,1.15241,50630000
EURUSD,20251124,055400,1.15243,1.15254,1.15242,1.15251,21490000
EURUSD,20251124,055500,1.1525,1.1525,1.15234,1.15235,46390000
EURUSD,20251124,055600,1.15237,1.15243,1.15234,1.15243,37580000
EURUSD,20251124,055700,1.15241,1.15241,1.15225,1.15226,62250000
EURUSD,20251124,055800,1.15228,1.15232,1.15228,1.1523,14180000
EURUSD,20251124,055900,1.15229,1.15229,1.15222,1.15224,18650000
EURUSD,20251124,060000,1.15224,1.1523,1.1522,1.15228,20260000
EURUSD,20251124,060100,1.15228,1.15242,1.15228,1.15242,13710000
EURUSD,20251124,060200,1.15244,1.1526,1.15243,1.15252,60510000
EURUSD,20251124,060300,1.1525,1.15254,1.1525,1.15252,31260000
EURUSD,20251124,060400,1.15258,1.15268,1.15258,1.15263,59740000
EURUSD,20251124,060500,1.15262,1.15264,1.1526,1.15263,23180000
EURUSD,20251124,060600,1.15262,1.15268,1.15259,1.15267,48030000
EURUSD,20251124,060700,1.15267,1.15268,1.15252,1.15252,56810000
EURUSD,20251124,060800,1.15254,1.15258,1.15251,1.15252,55800000
EURUSD,20251124,060900,1.15252,1.15252,1.15238,1.15239,30600000
EURUSD,20251124,061000,1.15237,1.15238,1.15232,1.15232,35270000
EURUSD,20251124,061100,1.15234,1.15236,1.1523,1.1523,28590000
EURUSD,20251124,061200,1.1523,1.15238,1.1523,1.15233,18900000
EURUSD,20251124,061300,1.1523,1.15235,1.15229,1.15231,48350000
EURUSD,20251124,061400,1.15231,1.15231,1.15229,1.15229,14970000
EURUSD,20251124,061500,1.15231,1.15233,1.15231,1.15233,31330000
EURUSD,20251124,061600,1.15232,1.15241,1.15232,1.15237,50010000
