<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20251103,005400,1.15267,1.15273,1.15267,1.15268,23550000
EURUSD,20251103,005500,1.15266,1.15268,1.1526,1.15267,25330000
EURUSD,20251103,005600,1.15269,1.15282,1.15268,1.15278,13470000
EURUSD,20251103,005700,1.15278,1.15279,1.15265,1.15265,30440000
EURUSD,20251103,005800,1.15267,1.1527,1.15262,1.15262,77520000
EURUSD,20251103,005900,1.15264,1.1527,1.15256,1.15256,34040000
EURUSD,20251103,010000,1.15258,1.15259,1.15249,1.15252,56550000
EURUSD,20251103,010100,1.15252,1.15258,1.1525,1.15255,58810000
EURUSD,20251103,010200,1.15253,1.15255,1.15242,1.15242,42080000
EURUSD,20251103,010300,1.1524,1.1524,1.15237,1.15238,6300000
EURUSD,20251103,010400,1.1524,1.1524,1.15226,1.15229,43750000
EURUSD,20251103,010500,1.15228,1.15243,1.15227,1.15243,120810000
EURUSD,20251103,010600,1.15242,1.15244,1.15232,1.15233,50880000
EURUSD,20251103,010700,1.15233,1.1524,1.15233,1.15236,27090000
EURUSD,20251103,010800,1.15236,1.15237,1.15215,1.1522,56190000
EURUSD,20251103,010900,1.15221,1.15228,1.15218,1.15224,36650000
EURUSD,20251103,011000,1.15223,1.15237,1.1522,1.15237,56800000
EURUSD,20251103,011100,1.15239,1.15251,1.15239,1.15245,36170000
EURUSD,20251103,011200,1.15246,1.15248,1.15239,1.1524,21100000
EURUSD,20251103,011300,1.15242,1.15243,1.15239,1.1524,17500000
EURUSD,20251103,011400,1.15241,1.15251,1.15238,1.15241,44600000
EURUSD,20251103,011500,1.15242,1.15262,1.15241,1.15262,73340000
EURUSD,20251103,011600,1.15261,1.15264,1.15258,1.15263,41780000
EURUSD,20251103,011700,1.15261,1.1527,1.15259,1.15266,55530000
EURUSD,20251103,011800,1.15271,1.15276,1.1527,1.15273,32130000
EURUSD,20251103,011900,1.15272,1.15278,1.1527,1.15274,51180000
EURUSD,20251103,012000,1.15274,1.1528,1.15271,1.15278,29430000
EURUSD,20251103,012100,1.15278,1.15278,1.15272,1.15273,32520000
EURUSD,20251103,012200,1.15275,1.15277,1.15274,1.15276,31680000
EURUSD,20251103,012300,1.15277,1.15282,1.15274,1.15281,42540000
EURUSD,20251103,012400,1.15281,1.15284,1.15272,1.15272,59330000
EURUSD,20251103,012500,1.15274,1.15279,1.15271,1.15276,40650000
EURUSD,20251103,012600,1.15275,1.15276,1.15269,1.15274,30330000
EURUSD,20251103,012700,1.15274,1.15274,1.1527,1.15274,14850000
EURUSD,20251103,012800,1.15272,1.15272,1.15266,1.15266,9190000
EURUSD,20251103,012900,1.15267,1.15268,1.15265,1.15265,12240000
EURUSD,20251103,013000,1.15266,1.15269,1.15266,1.15268,12910000
EURUSD,20251103,013100,1.15267,1.15273,1.15265,1.15272,24030000
EURUSD,20251103,013200,1.1527,1.15276,1.15268,1.15275,57570000
EURUSD,20251103,013300,1.15275,1.15279,1.15273,1.15279,24350000
EURUSD,20251103,013400,1.15278,1.15288,1.15277,1.15286,43660000
EURUSD,20251103,013500,1.15285,1.15286,1.15275,1.15279,48200000
EURUSD,20251103,013600,1.15281,1.15285,1.15281,1.15283,14850000
EURUSD,20251103,013700,1.15284,1.15288,1.15282,1.15285,38970000
EURUSD,20251103,013800,1.15284,1.15287,1.15283,1.15284,20340000
EURUSD,20251103,013900,1.15282,1.15282,1.15272,1.15272,26100000
EURUSD,20251103,014000,1.15273,1.15278,1.15268,1.15273,45470000
EURUSD,20251103,014100,1.15274,1.15275,1.15268,1.15268,19260000
EURUSD,20251103,014200,1.15272,1.15272,1.15264,1.15264,13500000
EURUSD,20251103,014300,1.15265,1.15265,1.15259,1.1526,11450000
EURUSD,20251103,014400,1.15259,1.15263,1.15257,1.15258,20470000
EURUSD,20251103,014500,1.15257,1.15265,1.15255,1.15263,52100000
EURUSD,20251103,014600,1.15265,1.15275,1.15265,1.15273,12540000
EURUSD,20251103,014700,1.15274,1.15279,1.15272,1.15272,19640000
EURUSD,20251103,014800,1.15274,1.15284,1.15272,1.15283,35870000
EURUSD,20251103,014900,1.15283,1.15285,1.15277,1.15277,11910000
EURUSD,20251103,015000,1.15278,1.15282,1.15267,1.15268,45150000
EURUSD,20251103,015100,1.15269,1.1527,1.15268,1.15269,13000000
EURUSD,20251103,015200,1.1527,1.15279,1.15263,1.15263,38020000
EURUSD,20251103,015300,1.15263,1.15264,1.15258,1.15259,30600000
EURUSD,20251103,015400,1.15259,1.15264,1.15257,1.15264,11790000
EURUSD,20251103,015500,1.15267,1.15279,1.15267,1.15279,43330000
EURUSD,20251103,015600,1.15278,1.15284,1.15274,1.15281,47400000
EURUSD,20251103,015700,1.15283,1.15286,1.15279,1.1528,34670000
EURUSD,20251103,015800,1.15277,1.15277,1.15269,1.15275,42110000
EURUSD,20251103,015900,1.15277,1.15277,1.15269,1.15269,24700000
EURUSD,20251103,020000,1.15272,1.15275,1.15263,1.15265,21590000
EURUSD,20251103,020100,1.15267,1.15267,1.15264,1.15266,9150000
EURUSD,20251103,020200,1.15267,1.15273,1.15267,1.15273,17500000
EURUSD,20251103,020300,1.15277,1.15282,1.15277,1.1528,26930000
EURUSD,20251103,020400,1.15281,1.15285,1.1528,1.15282,40370000
EURUSD,20251103,020500,1.15282,1.15282,1.15279,1.15279,11330000
EURUSD,20251103,020600,1.15277,1.15284,1.15276,1.15284,20450000
EURUSD,20251103,020700,1.15283,1.15292,1.15283,1.1529,39530000
EURUSD,20251103,020800,1.1529,1.15295,1.15288,1.15293,85090000
EURUSD,20251103,020900,1.15292,1.15319,1.15292,1.15313,79320000
EURUSD,20251103,021000,1.15312,1.15323,1.15312,1.15316,26190000
EURUSD,20251103,021100,1.15316,1.15318,1.15307,1.15317,38070000
EURUSD,20251103,021200,1.15318,1.15318,1.15308,1.15314,41040000
EURUSD,20251103,021300,1.15315,1.15318,1.1531,1.1531,27900000
EURUSD,20251103,021400,1.15309,1.15312,1.15307,1.15311,19500000
EURUSD,20251103,021500,1.1531,1.15323,1.15309,1.15309,36650000
EURUSD,20251103,021600,1.15308,1.15311,1.15302,1.15307,24050000
EURUSD,20251103,021700,1.15309,1.15311,1.15306,1.15307,60320000
EURUSD,20251103,021800,1.15308,1.15318,1.15307,1.15317,20750000
EURUSD,20251103,021900,1.15321,1.15323,1.15316,1.15317,21530000
EURUSD,20251103,022000,1.15318,1.15327,1.15317,1.15326,11790000
EURUSD,20251103,022100,1.15325,1.15325,1.1532,1.15322,16580000
EURUSD,20251103,022200,1.15324,1.15328,1.15318,1.15321,23700000
EURUSD,20251103,022300,1.15317,1.15319,1.15306,1.15309,33590000
EURUSD,20251103,022400,1.15315,1.15318,1.15312,1.15316,20280000
EURUSD,20251103,022500,1.15316,1.15321,1.15316,1.15319,24410000
EURUSD,20251103,022600,1.15318,1.15319,1.15317,1.15317,6480000
EURUSD,20251103,022700,1.15319,1.15325,1.15319,1.15322,32940000
EURUSD,20251103,022800,1.1532,1.15326,1.15318,1.15322,36310000
EURUSD,20251103,022900,1.15321,1.15323,1.15318,1.15319,31320000
EURUSD,20251103,023000,1.15318,1.15318,1.15309,1.15312,27030000
EURUSD,20251103,023100,1.15315,1.15318,1.15314,1.15317,16920000
EURUSD,20251103,023200,1.15317,1.15327,1.15316,1.15325,29250000
EURUSD,20251103,023300,1.15326,1.15328,1.15325,1.15327,13050000
EURUSD,20251103,023400,1.15328,1.15334,1.15327,1.1533,33570000
EURUSD,20251103,023500,1.15329,1.15334,1.15328,1.15334,40710000
EURUSD,20251103,023600,1.15332,1.15334,1.15315,1.15315,63490000
EURUSD,20251103,023700,1.15316,1.1532,1.15307,1.15312,65220000
EURUSD,20251103,023800,1.15314,1.15316,1.15311,1.15314,18900000
EURUSD,20251103,023900,1.15313,1.15313,1.15308,1.15308,7650000
EURUSD,20251103,024000,1.15308,1.15323,1.15308,1.15323,36000000
EURUSD,20251103,024100,1.15323,1.15328,1.15323,1.15328,7200000
EURUSD,20251103,024200,1.15326,1.15328,1.15322,1.15324,21600000
EURUSD,20251103,024300,1.15322,1.15322,1.1532,1.1532,11250000
EURUSD,20251103,024400,1.15318,1.15324,1.15317,1.15317,30240000
EURUSD,20251103,024500,1.15317,1.15319,1.15308,1.15312,18000000
EURUSD,20251103,024600,1.15309,1.15309,1.15307,1.15307,8100000
EURUSD,20251103,024700,1.15308,1.15322,1.15308,1.15322,18000000
EURUSD,20251103,024800,1.15327,1.15336,1.15327,1.15334,31860000
EURUSD,20251103,024900,1.15335,1.1534,1.15332,1.15339,23400000
EURUSD,20251103,025000,1.15339,1.15339,1.15326,1.15328,26100000
EURUSD,20251103,025100,1.15326,1.15331,1.15326,1.15328,14400000
EURUSD,20251103,025200,1.15328,1.15331,1.15328,1.15329,19800000
EURUSD,20251103,025300,1.15332,1.15334,1.15328,1.15328,7200000
EURUSD,20251103,025400,1.15328,1.15329,1.15328,1.15329,1800000
EURUSD,20251103,025500,1.15327,1.15334,1.15327,1.15332,41040000
EURUSD,20251103,025600,1.15334,1.15334,1.15319,1.15319,26640000
EURUSD,20251103,025700,1.15322,1.15329,1.15321,1.15322,29790000
EURUSD,20251103,025800,1.15323,1.15323,1.15305,1.15305,51840000
EURUSD,20251103,025900,1.15307,1.15316,1.15306,1.15314,38700000
EURUSD,20251103,030000,1.15313,1.1532,1.15312,1.15318,28800000
EURUSD,20251103,030100,1.15318,1.1532,1.15315,1.1532,14240000
EURUSD,20251103,030200,1.15318,1.1532,1.15317,1.15318,18900000
EURUSD,20251103,030300,1.15316,1.1532,1.15311,1.1532,32010000
EURUSD,20251103,030400,1.15318,1.15325,1.15318,1.15318,29880000
EURUSD,20251103,030500,1.15318,1.15321,1.15316,1.15316,11700000
EURUSD,20251103,030600,1.15316,1.15322,1.15311,1.1532,42670000
EURUSD,20251103,030700,1.15319,1.15319,1.15319,1.15319,900000
EURUSD,20251103,030800,1.15321,1.15321,1.15318,1.15319,8120000
EURUSD,20251103,030900,1.15319,1.15323,1.15314,1.15322,49160000
EURUSD,20251103,031000,1.15324,1.15324,1.15324,1.15324,1800000
EURUSD,20251103,031100,1.15325,1.15325,1.15324,1.15324,2700000
EURUSD,20251103,031200,1.15324,1.15325,1.1532,1.1532,21600000
EURUSD,20251103,031300,1.1532,1.15321,1.15319,1.1532,25650000
EURUSD,20251103,031400,1.15321,1.15322,1.15318,1.15319,16200000
EURUSD,20251103,031500,1.1532,1.15323,1.15319,1.15323,11700000
EURUSD,20251103,031600,1.15323,1.15326,1.15323,1.15324,12600000
EURUSD,20251103,031700,1.15325,1.15328,1.15324,1.15326,26190000
EURUSD,20251103,031800,1.15327,1.15329,1.15325,1.15326,22920000
EURUSD,20251103,031900,1.15327,1.15327,1.15321,1.15323,12600000
EURUSD,20251103,032000,1.15323,1.15326,1.15321,1.15322,27180000
EURUSD,20251103,032100,1.15322,1.15322,1.1532,1.15322,14400000
EURUSD,20251103,032200,1.15321,1.15325,1.15321,1.15322,17100000
EURUSD,20251103,032300,1.15321,1.15323,1.1532,1.15322,9000000
EURUSD,20251103,032400,1.15323,1.15323,1.15318,1.15321,38450000
EURUSD,20251103,032500,1.15321,1.15322,1.1532,1.15322,26000000
EURUSD,20251103,032600,1.15322,1.15322,1.15318,1.1532,4950000
EURUSD,20251103,032700,1.15319,1.15319,1.15318,1.15318,1800000
EURUSD,20251103,032800,1.15317,1.15317,1.15314,1.15314,6300000
EURUSD,20251103,032900,1.15314,1.15315,1.15305,1.15307,31400000
EURUSD,20251103,033000,1.15307,1.15313,1.15299,1.15312,65220000
EURUSD,20251103,033100,1.15313,1.1532,1.15311,1.15319,36180000
EURUSD,20251103,033200,1.15321,1.15322,1.15321,1.15321,3600000
EURUSD,20251103,033300,1.15323,1.15323,1.15317,1.15317,8100000
EURUSD,20251103,033400,1.15319,1.1532,1.15316,1.15317,24230000
EURUSD,20251103,033500,1.15317,1.15323,1.15317,1.15323,16590000
EURUSD,20251103,033600,1.15324,1.15325,1.15321,1.15323,7940000
EURUSD,20251103,033700,1.15324,1.15324,1.15321,1.15321,11780000
EURUSD,20251103,033800,1.15321,1.15324,1.1532,1.15322,17720000
EURUSD,20251103,033900,1.15323,1.15326,1.15322,1.15325,3680000
EURUSD,20251103,034000,1.15326,1.15327,1.15321,1.15326,21080000
EURUSD,20251103,034100,1.15325,1.15326,1.1532,1.1532,23470000
EURUSD,20251103,034200,1.15319,1.15322,1.15315,1.15322,67000000
EURUSD,20251103,034300,1.1532,1.15323,1.15308,1.1531,31370000
EURUSD,20251103,034400,1.15308,1.1531,1.15308,1.1531,3600000
EURUSD,20251103,034500,1.15312,1.15313,1.15312,1.15312,5400000
EURUSD,20251103,034600,1.15309,1.15311,1.15302,1.15311,38450000
EURUSD,20251103,034700,1.15308,1.15318,1.15308,1.15318,13620000
EURUSD,20251103,034800,1.15318,1.15319,1.15318,1.15318,6300000
EURUSD,20251103,034900,1.15322,1.15325,1.15321,1.15322,12600000
EURUSD,20251103,035000,1.15322,1.15327,1.15322,1.15327,18900000
EURUSD,20251103,035100,1.15326,1.15327,1.15326,1.15327,5400000
EURUSD,20251103,035200,1.15328,1.15328,1.15321,1.15321,11700000
EURUSD,20251103,035300,1.15322,1.15322,1.15321,1.15321,1800000
EURUSD,20251103,035400,1.15323,1.15326,1.15323,1.15326,3600000
EURUSD,20251103,035500,1.15328,1.15339,1.15328,1.15338,30630000
EURUSD,20251103,035600,1.15341,1.15343,1.15336,1.15338,48360000
EURUSD,20251103,035700,1.15337,1.1534,1.15336,1.15339,15840000
EURUSD,20251103,035800,1.15336,1.15339,1.15336,1.15338,3200000
EURUSD,20251103,035900,1.15338,1.1534,1.15335,1.15336,23310000
EURUSD,20251103,040000,1.15336,1.15337,1.15328,1.15335,37570000
EURUSD,20251103,040100,1.15336,1.15339,1.15333,1.15333,54900000
EURUSD,20251103,040200,1.15333,1.15339,1.15332,1.15338,36000000
EURUSD,20251103,040300,1.15338,1.15341,1.15337,1.15339,21300000
EURUSD,20251103,040400,1.15337,1.15344,1.15337,1.15342,14490000
EURUSD,20251103,040500,1.15344,1.15345,1.15339,1.15342,44550000
EURUSD,20251103,040600,1.15342,1.15345,1.15341,1.15344,33300000
EURUSD,20251103,040700,1.15344,1.1536,1.15343,1.1536,64410000
EURUSD,20251103,040800,1.15361,1.15364,1.15355,1.15357,42390000
EURUSD,20251103,040900,1.15358,1.15365,1.15358,1.15364,41940000
EURUSD,20251103,041000,1.15365,1.15365,1.15363,1.15363,7200000
EURUSD,20251103,041100,1.15363,1.15364,1.15361,1.15361,14400000
EURUSD,20251103,041200,1.15362,1.15368,1.15362,1.15365,26070000
EURUSD,20251103,041300,1.15365,1.15369,1.15365,1.15369,16200000
EURUSD,20251103,041400,1.15368,1.15368,1.15367,1.15368,8100000
EURUSD,20251103,041500,1.15368,1.15368,1.15358,1.15358,20700000
EURUSD,20251103,041600,1.15359,1.15361,1.15359,1.15359,11700000
EURUSD,20251103,041700,1.15358,1.1536,1.15357,1.15357,19800000
EURUSD,20251103,041800,1.15358,1.15359,1.15358,1.15359,8100000
EURUSD,20251103,041900,1.15359,1.15363,1.15357,1.15361,12690000
EURUSD,20251103,042000,1.15361,1.15368,1.15361,1.15365,25200000
EURUSD,20251103,042100,1.15363,1.15364,1.15359,1.15359,26750000
EURUSD,20251103,042200,1.15359,1.1536,1.15359,1.1536,5400000
EURUSD,20251103,042300,1.1536,1.15364,1.1536,1.15362,11700000
EURUSD,20251103,042400,1.15364,1.15365,1.15364,1.15365,5400000
EURUSD,20251103,042500,1.15366,1.15366,1.15366,1.15366,2700000
EURUSD,20251103,042600,1.15365,1.15365,1.15362,1.15362,6300000
EURUSD,20251103,042700,1.15363,1.15363,1.15348,1.15349,22000000
EURUSD,20251103,042800,1.15349,1.15353,1.15347,1.15348,37640000
EURUSD,20251103,042900,1.15348,1.15348,1.15344,1.15347,15300000
EURUSD,20251103,043000,1.15345,1.15345,1.15329,1.15329,26100000
EURUSD,20251103,043100,1.15328,1.15328,1.15324,1.15324,14400000
EURUSD,20251103,043200,1.15324,1.15324,1.15322,1.15322,9000000
EURUSD,20251103,043300,1.15322,1.15323,1.15318,1.15323,15300000
EURUSD,20251103,043400,1.15324,1.15339,1.15324,1.15338,34290000
EURUSD,20251103,043500,1.15338,1.15338,1.15335,1.15337,8100000
EURUSD,20251103,043600,1.15339,1.15348,1.15339,1.15342,27310000
EURUSD,20251103,043700,1.15341,1.15341,1.15335,1.15337,17550000
EURUSD,20251103,043800,1.15336,1.15339,1.15331,1.15339,36480000
EURUSD,20251103,043900,1.15339,1.1534,1.15337,1.15339,16040000
EURUSD,20251103,044000,1.1534,1.1534,1.15333,1.15336,66060000
EURUSD,20251103,044100,1.15337,1.15341,1.15336,1.15337,49180000
EURUSD,20251103,044200,1.15338,1.15338,1.15336,1.15337,19800000
EURUSD,20251103,044300,1.15334,1.1534,1.15328,1.15328,50460000
EURUSD,20251103,044400,1.15328,1.15329,1.15326,1.15329,12090000
EURUSD,20251103,044500,1.15329,1.15329,1.15328,1.15329,6300000
EURUSD,20251103,044600,1.15329,1.15343,1.15329,1.15339,24660000
EURUSD,20251103,044700,1.1534,1.1534,1.15337,1.15337,9900000
EURUSD,20251103,044800,1.15335,1.15335,1.15332,1.15332,22500000
EURUSD,20251103,044900,1.1533,1.15334,1.15329,1.15332,29970000
EURUSD,20251103,045000,1.15332,1.1534,1.15332,1.15335,23400000
EURUSD,20251103,045100,1.15335,1.15335,1.15332,1.15333,21610000
EURUSD,20251103,045200,1.15333,1.15335,1.15332,1.15332,11560000
EURUSD,20251103,045300,1.15333,1.15333,1.15328,1.15328,9990000
EURUSD,20251103,045400,1.15328,1.15329,1.15324,1.15324,20130000
EURUSD,20251103,045500,1.15323,1.15324,1.15319,1.1532,11700000
EURUSD,20251103,045600,1.15319,1.15331,1.15319,1.15329,31610000
EURUSD,20251103,045700,1.15329,1.15329,1.15323,1.15325,14400000
EURUSD,20251103,045800,1.15323,1.15334,1.15323,1.15331,41550000
EURUSD,20251103,045900,1.15329,1.15339,1.15329,1.15338,39350000
EURUSD,20251103,050000,1.15338,1.15345,1.15334,1.15342,36180000
EURUSD,20251103,050100,1.15342,1.15343,1.15334,1.15339,34200000
EURUSD,20251103,050200,1.15339,1.15344,1.15339,1.15342,23640000
EURUSD,20251103,050300,1.1534,1.15343,1.1534,1.15343,8100000
EURUSD,20251103,050400,1.15344,1.15344,1.15343,1.15344,3600000
EURUSD,20251103,050500,1.15342,1.15344,1.15338,1.15339,32400000
EURUSD,20251103,050600,1.15339,1.1534,1.15328,1.15329,42050000
EURUSD,20251103,050700,1.15329,1.15334,1.15328,1.15332,15680000
EURUSD,20251103,050800,1.15331,1.15332,1.15327,1.15327,19800000
EURUSD,20251103,050900,1.15328,1.1533,1.15326,1.15329,32400000
EURUSD,20251103,051000,1.15329,1.1533,1.15329,1.15329,4500000
EURUSD,20251103,051100,1.15328,1.15328,1.15328,1.15328,1800000
EURUSD,20251103,051200,1.15326,1.15329,1.15322,1.15329,14490000
EURUSD,20251103,051300,1.15327,1.15334,1.15327,1.15329,18000000
EURUSD,20251103,051400,1.15328,1.15333,1.15328,1.15331,10800000
EURUSD,20251103,051500,1.15333,1.1534,1.15333,1.15337,6300000
EURUSD,20251103,051600,1.15338,1.15338,1.15334,1.15337,11160000
EURUSD,20251103,051700,1.15336,1.1534,1.15336,1.15338,14040000
EURUSD,20251103,051800,1.15339,1.15343,1.15337,1.1534,31050000
EURUSD,20251103,051900,1.1534,1.15344,1.15339,1.15343,6840000
EURUSD,20251103,052000,1.15344,1.15344,1.15343,1.15343,1800000
EURUSD,20251103,052100,1.15344,1.15353,1.15344,1.1535,29880000
EURUSD,20251103,052200,1.15348,1.15348,1.15342,1.15344,11020000
EURUSD,20251103,052300,1.15344,1.15344,1.15338,1.15338,10800000
EURUSD,20251103,052400,1.15339,1.1535,1.15337,1.1535,18740000
EURUSD,20251103,052500,1.15349,1.1535,1.15348,1.15349,6300000
EURUSD,20251103,052600,1.15348,1.15348,1.15343,1.15343,14520000
EURUSD,20251103,052700,1.15343,1.15349,1.15343,1.15349,20450000
EURUSD,20251103,052800,1.15347,1.15348,1.15344,1.15347,8180000
EURUSD,20251103,052900,1.15348,1.15349,1.15347,1.15349,9000000
EURUSD,20251103,053000,1.15349,1.15349,1.15347,1.15349,9900000
EURUSD,20251103,053100,1.15347,1.1535,1.15337,1.15348,34420000
EURUSD,20251103,053200,1.15349,1.15349,1.15343,1.15345,23400000
EURUSD,20251103,053300,1.15347,1.1535,1.15347,1.15348,3030000
EURUSD,20251103,053400,1.1535,1.15357,1.1535,1.15357,14260000
EURUSD,20251103,053500,1.15357,1.15357,1.15352,1.15354,24050000
EURUSD,20251103,053600,1.15357,1.15358,1.15351,1.15354,47160000
EURUSD,20251103,053700,1.15354,1.15366,1.15353,1.15364,43290000
EURUSD,20251103,053800,1.15363,1.15371,1.15361,1.15361,36440000
EURUSD,20251103,053900,1.15363,1.15365,1.15357,1.15362,51390000
EURUSD,20251103,054000,1.15362,1.15364,1.1536,1.15362,20990000
EURUSD,20251103,054100,1.15363,1.15368,1.15362,1.15367,24480000
EURUSD,20251103,054200,1.15367,1.15368,1.15366,1.15367,20700000
EURUSD,20251103,054300,1.15368,1.15373,1.15368,1.15369,29520000
EURUSD,20251103,054400,1.1537,1.1537,1.15367,1.1537,24480000
EURUSD,20251103,054500,1.15369,1.15373,1.15368,1.15369,40410000
EURUSD,20251103,054600,1.15369,1.15369,1.15366,1.15366,11340000
EURUSD,20251103,054700,1.15366,1.15368,1.15366,1.15367,12330000
EURUSD,20251103,054800,1.1537,1.15375,1.15369,1.15375,27840000
EURUSD,20251103,054900,1.15374,1.15374,1.1537,1.15372,11450000
EURUSD,20251103,055000,1.15371,1.15371,1.15368,1.15369,5400000
EURUSD,20251103,055100,1.15365,1.15365,1.15362,1.15363,4250000
EURUSD,20251103,055200,1.15363,1.15363,1.15355,1.15355,4720000
EURUSD,20251103,055300,1.15352,1.1536,1.15351,1.15359,21350000
EURUSD,20251103,055400,1.15362,1.1537,1.15362,1.15369,10800000
EURUSD,20251103,055500,1.1537,1.1537,1.1536,1.15363,39910000
EURUSD,20251103,055600,1.15363,1.15364,1.15357,1.15359,29560000
EURUSD,20251103,055700,1.1536,1.1536,1.15354,1.15355,15570000
EURUSD,20251103,055800,1.15355,1.15358,1.15353,1.15353,34370000
EURUSD,20251103,055900,1.15354,1.15355,1.15349,1.15349,10800000
EURUSD,20251103,060000,1.15348,1.1535,1.15343,1.15348,35190000
EURUSD,20251103,060100,1.1535,1.15362,1.15348,1.15354,77540000
EURUSD,20251103,060200,1.15354,1.15372,1.15353,1.15371,22590000
EURUSD,20251103,060300,1.15371,1.15373,1.15368,1.1537,25890000
EURUSD,20251103,060400,1.15369,1.15374,1.15369,1.15372,21410000
EURUSD,20251103,060500,1.15371,1.15372,1.15365,1.15369,22870000
EURUSD,20251103,060600,1.15368,1.15369,1.15364,1.15364,15520000
EURUSD,20251103,060700,1.15363,1.15363,1.15357,1.15362,18740000
EURUSD,20251103,060800,1.1536,1.15368,1.1536,1.15365,19080000
EURUSD,20251103,060900,1.15365,1.15366,1.15357,1.15359,23010000
EURUSD,20251103,061000,1.15357,1.15361,1.15357,1.15361,8190000
EURUSD,20251103,061100,1.15361,1.15363,1.15359,1.15363,22520000
EURUSD,20251103,061200,1.15363,1.15365,1.15363,1.15363,6140000
EURUSD,20251103,061300,1.15361,1.15363,1.15357,1.15363,22670000
EURUSD,20251103,061400,1.15365,1.15365,1.15359,1.15359,15880000
